timestamp,elapsed_seconds,vehicle_name,engine_temp,rpm,speed,fuel_level,engine_load,throttle_pos,battery_voltage,battery_health,dtc_count,trouble_codes,hard_braking_freq,accel_variance,idle_ratio,driving_style,ambient_temp,weather_condition,weather_raw,wind_speed,humidity,pressure_hpa,monthly_precipitation,road_roughness,traffic_density,road_type,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,latitude,longitude,city,maintenance_probability,severity,needs_maintenance
2025-11-30 09:10:00,0,Innova,25.74,951.2,0.0,0.656,5.51,5.78,14.135,0.776,0,,0.166,1.753,1.0,Aggressive,22.6,Clear,clear sky,1.1,61.5,1018.2,5,1.69,23.6,Highway,84046.7,6,6.974,5.342,0.1056,28.629734,77.216487,Delhi,,,
2025-11-30 09:10:02,2,Innova,26.27,926.1,0.27,0.656,5.46,5.39,14.126,0.776,0,,0.162,1.75,1.0,Smooth,22.6,Clear,clear sky,1.1,61.5,1018.2,5,1.16,29.1,Highway,84046.7,6,6.974,5.342,0.1056,28.629734,77.216506,Delhi,,,
2025-11-30 09:10:04,4,Innova,26.49,909.8,0.84,0.656,5.69,5.19,14.127,0.776,0,,0.156,1.752,1.0,Smooth,22.8,Clear,clear sky,1.1,61.5,1018.2,5,1.0,40.0,Highway,84046.7,6,6.974,5.342,0.1056,28.629731,77.216502,Delhi,,,
2025-11-30 09:10:06,6,Innova,26.9,913.1,1.78,0.656,5.69,4.89,14.122,0.776,0,,0.154,1.847,1.0,Aggressive,22.8,Clear,clear sky,1.1,61.5,1018.2,5,1.4,29.8,Highway,84046.7,6,6.974,5.342,0.1056,28.629725,77.21652,Delhi,,,
2025-11-30 09:10:08,8,Innova,27.45,873.1,2.67,0.656,7.19,4.67,14.126,0.776,0,,0.152,1.982,0.95,Aggressive,22.1,Clear,clear sky,1.1,61.5,1018.2,5,1.41,25.4,Highway,84046.7,6,6.974,5.342,0.1056,28.629729,77.216539,Delhi,,,
2025-11-30 09:10:10,10,Innova,27.95,838.0,3.77,0.656,8.43,4.46,14.131,0.776,0,,0.149,2.104,0.902,Aggressive,21.9,Clear,clear sky,1.1,61.5,1018.2,5,1.39,20.1,Highway,84046.7,6,6.974,5.342,0.1056,28.629741,77.216555,Delhi,,,
2025-11-30 09:10:12,12,Innova,28.34,807.0,4.77,0.656,9.91,4.59,14.128,0.776,0,,0.146,2.157,0.857,Smooth,23.3,Clear,clear sky,1.1,61.5,1018.2,5,1.37,26.6,Highway,84046.7,6,6.974,5.342,0.1056,28.629764,77.21658,Delhi,,,
2025-11-30 09:10:14,14,Innova,28.98,779.8,6.21,0.656,10.47,4.48,14.137,0.776,0,,0.142,2.259,0.815,Aggressive,22.8,Clear,clear sky,1.1,61.5,1018.2,5,1.8,23.5,Highway,84046.7,6,6.974,5.342,0.1056,28.629786,77.216617,Delhi,,,
2025-11-30 09:10:16,16,Innova,29.5,755.8,7.9,0.656,11.65,4.35,14.138,0.776,0,,0.142,2.408,0.774,Aggressive,21.9,Clear,clear sky,1.1,61.5,1018.2,5,1.54,32.9,Highway,84046.7,6,6.974,5.342,0.1056,28.629819,77.216644,Delhi,,,
2025-11-30 09:10:18,18,Innova,30.09,734.7,9.81,0.655,12.1,4.27,14.143,0.776,0,,0.137,2.51,0.735,Smooth,23.9,Clear,clear sky,1.1,61.5,1018.2,5,1.19,32.5,Highway,84046.7,6,6.974,5.342,0.1056,28.629836,77.216678,Delhi,,,
2025-11-30 09:10:20,20,Innova,30.52,716.1,11.56,0.655,13.28,4.49,14.143,0.776,0,,0.133,2.554,0.698,Smooth,22.6,Clear,clear sky,1.1,61.5,1018.2,5,1.38,34.5,Highway,84046.7,6,6.974,5.342,0.1056,28.62987,77.216725,Delhi,,,
2025-11-30 09:10:22,22,Innova,30.68,699.8,13.51,0.655,13.35,4.29,14.147,0.776,0,,0.13,2.641,0.663,Smooth,22.6,Clear,clear sky,1.1,61.5,1018.2,5,1.66,32.0,Highway,84046.7,6,6.974,5.342,0.1056,28.629915,77.216791,Delhi,,,
2025-11-30 09:10:24,24,Innova,31.26,685.4,14.85,0.655,13.42,4.42,14.143,0.776,0,,0.127,2.661,0.63,Smooth,22.9,Clear,clear sky,1.1,61.5,1018.2,5,1.69,27.5,Highway,84046.7,6,6.974,5.342,0.1056,28.62995,77.21689,Delhi,,,
2025-11-30 09:10:26,26,Innova,31.73,693.7,17.22,0.655,14.42,4.56,14.142,0.776,0,,0.123,2.757,0.599,Smooth,22.4,Clear,clear sky,1.1,61.5,1018.2,5,1.2,34.2,Highway,84046.7,6,6.974,5.342,0.1056,28.629977,77.216972,Delhi,,,
