timestamp,elapsed_seconds,vehicle_name,engine_temp,rpm,speed,fuel_level,engine_load,throttle_pos,battery_voltage,battery_health,dtc_count,trouble_codes,hard_braking_freq,accel_variance,idle_ratio,driving_style,ambient_temp,weather_condition,weather_raw,wind_speed,humidity,pressure_hpa,monthly_precipitation,road_roughness,traffic_density,road_type,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,latitude,longitude,city,maintenance_probability,severity,needs_maintenance
2025-09-19 09:57:00,0,Innova,39.61,939.1,0.0,0.359,6.42,3.34,14.158,0.796,0,,0.136,1.849,1.0,Aggressive,34.8,Rain,light rain,3.7,58.1,1005.0,80,1.35,33.5,Highway,79879.1,6,7.787,6.123,0.2927,28.654815,77.23371,Delhi,,,
2025-09-19 09:57:02,2,Innova,40.07,909.9,0.23,0.359,6.88,3.54,14.155,0.796,0,,0.133,1.745,1.0,Smooth,35.0,Rain,light rain,3.7,58.1,1005.0,80,1.34,27.5,Highway,79879.1,6,7.787,6.123,0.2927,28.6548,77.233712,Delhi,,,
2025-09-19 09:57:04,4,Innova,40.35,911.2,0.77,0.359,6.87,3.66,14.151,0.796,0,,0.137,1.79,1.0,Aggressive,35.4,Rain,light rain,3.7,58.1,1005.0,80,1.72,32.8,Highway,79879.1,6,7.787,6.123,0.2927,28.65482,77.233709,Delhi,,,
2025-09-19 09:57:06,6,Innova,40.74,892.5,1.03,0.359,7.33,3.63,14.153,0.796,0,,0.134,1.789,1.0,Smooth,35.3,Rain,light rain,3.7,58.1,1005.0,80,1.28,35.9,Highway,79879.1,6,7.787,6.123,0.2927,28.654815,77.233698,Delhi,,,
2025-09-19 09:57:08,8,Innova,41.24,855.0,2.01,0.359,8.25,3.67,14.142,0.796,0,,0.132,1.821,0.95,Smooth,37.1,Rain,light rain,3.7,58.1,1005.0,80,1.42,33.8,Highway,79879.1,6,7.787,6.123,0.2927,28.654811,77.233713,Delhi,,,
2025-09-19 09:57:10,10,Innova,41.49,822.0,3.04,0.359,9.23,3.47,14.137,0.796,0,,0.128,1.876,0.902,Smooth,34.2,Rain,light rain,3.7,58.1,1005.0,80,1.4,24.4,Highway,79879.1,6,7.787,6.123,0.2927,28.654825,77.233725,Delhi,,,
2025-09-19 09:57:12,12,Innova,41.97,792.9,4.13,0.359,9.86,3.81,14.131,0.796,0,,0.124,1.924,0.857,Smooth,35.9,Rain,light rain,3.7,58.1,1005.0,80,1.5,24.6,Highway,79879.1,6,7.787,6.123,0.2927,28.654821,77.233747,Delhi,,,
2025-09-19 09:57:14,14,Innova,42.49,767.4,6.04,0.359,10.55,3.69,14.138,0.796,0,,0.123,2.156,0.815,Aggressive,36.3,Rain,light rain,3.7,58.1,1005.0,80,1.43,33.4,Highway,79879.1,6,7.787,6.123,0.2927,28.654842,77.233778,Delhi,,,
2025-09-19 09:57:16,16,Innova,42.97,744.9,7.54,0.359,11.65,3.62,14.122,0.796,0,,0.12,2.325,0.774,Aggressive,36.4,Rain,light rain,3.7,58.1,1005.0,80,1.46,27.0,Highway,79879.2,6,7.787,6.123,0.2927,28.654853,77.233839,Delhi,,,
2025-09-19 09:57:18,18,Innova,43.45,725.1,9.18,0.359,12.69,3.85,14.122,0.796,0,,0.122,2.488,0.735,Aggressive,35.9,Rain,light rain,3.7,58.1,1005.0,80,1.71,30.6,Highway,79879.2,6,7.787,6.123,0.2927,28.654879,77.233896,Delhi,,,
2025-09-19 09:57:20,20,Innova,43.96,707.7,11.02,0.358,12.7,3.74,14.134,0.796,0,,0.117,2.576,0.698,Stop-and-Go,36.7,Rain,light rain,3.7,58.1,1005.0,80,1.55,22.6,Highway,79879.2,6,7.787,6.123,0.2927,28.654918,77.233949,Delhi,,,
2025-09-19 09:57:22,22,Innova,44.39,708.7,12.29,0.358,13.93,3.57,14.135,0.796,0,,0.12,2.58,0.663,Aggressive,37.4,Rain,light rain,3.7,58.1,1005.0,80,1.64,31.0,Highway,79879.2,6,7.787,6.123,0.2927,28.654943,77.233994,Delhi,,,
2025-09-19 09:57:24,24,Innova,44.72,693.3,13.71,0.358,14.76,3.77,14.134,0.796,0,,0.119,2.608,0.63,Smooth,36.3,Rain,light rain,3.7,58.1,1005.0,80,1.25,27.3,Highway,79879.2,6,7.787,6.123,0.2927,28.654968,77.234071,Delhi,,,
2025-09-19 09:57:26,26,Innova,45.05,705.4,15.15,0.358,16.46,3.69,14.14,0.796,0,,0.121,2.701,0.599,Aggressive,35.5,Rain,light rain,3.7,58.1,1005.0,80,1.59,30.5,Highway,79879.2,6,7.787,6.123,0.2927,28.65501,77.23414,Delhi,,,
2025-09-19 09:57:28,28,Innova,45.29,697.9,16.44,0.358,16.83,3.76,14.14,0.796,0,,0.116,2.687,0.569,Smooth,35.0,Rain,light rain,3.7,58.1,1005.0,80,1.26,31.7,Highway,79879.2,6,7.787,6.123,0.2927,28.655046,77.234221,Delhi,,,
2025-09-19 09:57:30,30,Innova,45.66,706.2,18.12,0.358,17.42,3.72,14.137,0.796,0,,0.116,2.671,0.54,Smooth,36.3,Rain,light rain,3.7,58.1,1005.0,80,1.13,30.5,Highway,79879.2,6,7.787,6.123,0.2927,28.655093,77.234324,Delhi,,,
2025-09-19 09:57:32,32,Innova,46.15,723.8,19.51,0.358,18.3,4.07,14.143,0.796,0,,0.113,2.71,0.513,Smooth,35.9,Rain,light rain,3.7,58.1,1005.0,80,1.14,33.1,Highway,79879.2,6,7.787,6.123,0.2927,28.655145,77.234424,Delhi,,,
2025-09-19 09:57:34,34,Innova,46.4,733.9,21.19,0.358,18.55,4.27,14.143,0.796,0,,0.11,2.678,0.488,Smooth,36.9,Rain,light rain,3.7,58.1,1005.0,80,1.58,35.9,Highway,79879.2,6,7.787,6.123,0.2927,28.655205,77.234523,Delhi,,,
2025-09-19 09:57:36,36,Innova,46.57,792.9,23.04,0.358,19.57,4.47,14.142,0.796,0,,0.113,2.834,0.463,Aggressive,34.6,Rain,light rain,3.7,58.1,1005.0,80,1.38,32.1,Highway,79879.2,6,7.787,6.123,0.2927,28.655274,77.234622,Delhi,,,
2025-09-19 09:57:38,38,Innova,46.9,854.8,24.34,0.358,20.74,4.53,14.139,0.796,0,,0.114,2.925,0.44,Aggressive,36.1,Rain,light rain,3.7,58.1,1005.0,80,1.37,22.8,Highway,79879.2,6,7.787,6.123,0.2927,28.655319,77.234731,Delhi,,,
2025-09-19 09:57:40,40,Innova,47.22,874.5,25.96,0.358,21.75,4.69,14.136,0.796,0,,0.111,2.881,0.418,Stop-and-Go,35.4,Rain,light rain,3.7,58.1,1005.0,80,1.8,31.2,Highway,79879.2,6,7.787,6.123,0.2927,28.655394,77.234852,Delhi,,,
2025-09-19 09:57:42,42,Innova,47.78,902.5,27.9,0.357,22.78,4.61,14.141,0.796,0,,0.107,2.955,0.397,Smooth,35.1,Rain,light rain,3.7,58.1,1005.0,80,1.0,23.8,Highway,79879.3,6,7.787,6.123,0.2927,28.65547,77.234992,Delhi,,,
2025-09-19 09:57:44,44,Innova,48.27,936.8,29.24,0.357,24.26,4.83,14.148,0.796,0,,0.106,2.884,0.377,Smooth,36.7,Rain,light rain,3.7,58.1,1005.0,80,1.39,20.0,Highway,79879.3,6,7.787,6.123,0.2927,28.655532,77.235156,Delhi,,,
2025-09-19 09:57:46,46,Innova,48.71,986.7,32.87,0.357,25.61,5.16,14.152,0.796,0,,0.107,3.162,0.358,Smooth,35.0,Rain,light rain,3.7,58.1,1005.0,80,1.63,31.8,Highway,79879.3,6,7.787,6.123,0.2927,28.655581,77.235338,Delhi,,,
2025-09-19 09:57:48,48,Innova,48.98,1033.6,35.3,0.357,27.33,5.49,14.154,0.796,0,,0.11,3.203,0.341,Stop-and-Go,35.5,Rain,light rain,3.7,58.1,1005.0,80,1.73,33.5,Highway,79879.3,6,7.787,6.123,0.2927,28.655608,77.235529,Delhi,,,
