timestamp,elapsed_seconds,vehicle_name,engine_temp,rpm,speed,fuel_level,engine_load,throttle_pos,battery_voltage,battery_health,dtc_count,trouble_codes,hard_braking_freq,accel_variance,idle_ratio,driving_style,ambient_temp,weather_condition,weather_raw,wind_speed,humidity,pressure_hpa,monthly_precipitation,road_roughness,traffic_density,road_type,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,latitude,longitude,city,maintenance_probability,severity,needs_maintenance,source_file,days_to_service
2017-11-02 15:44:24,0.0,Unknown_US_Vehicle,56,2623.2,10.06,0.6,92.55,32.55,12.6,0.85,0,,0.0,0.0,0.0,Smooth,18.0,Clear,Clear,4.5,55.0,1015.0,60.0,2.0,20.0,Urban,65000,5,7.0,5.5,0.35,30.483089,-97.662474,Texas_US,0.0024,OK,0,2017-11-02_15-44-00_Unknown_US_Vehicle_Texas_Drive1.csv,301.8
2017-11-02 15:44:24,0.0,Unknown_US_Vehicle,56,3169.5,0.0,0.6,90.98,32.55,12.6,0.85,0,,1800.0,0.0,0.5,Aggressive,18.0,Clear,Clear,4.5,55.0,1015.0,60.0,2.0,20.0,Urban,65000,5,7.0,5.5,0.35,30.483068,-97.662476,Texas_US,0.0049,OK,0,2017-11-02_15-44-00_Unknown_US_Vehicle_Texas_Drive1.csv,332.4
2017-11-02 15:44:24,0.0,Unknown_US_Vehicle,56,2587.5,0.0,0.6,98.43,37.65,12.6,0.85,0,,1200.0,25.314,0.667,Aggressive,18.0,Clear,Clear,4.5,55.0,1015.0,60.0,2.0,20.0,Urban,65000,5,7.0,5.5,0.35,30.483006,-97.662478,Texas_US,0.0084,OK,0,2017-11-02_15-44-00_Unknown_US_Vehicle_Texas_Drive1.csv,332.8
2017-11-02 15:44:24,0.0,Unknown_US_Vehicle,57,2753.0,0.0,0.6,98.04,39.22,12.6,0.85,0,,900.0,22.501,0.75,Aggressive,18.0,Clear,Clear,4.5,55.0,1015.0,60.0,2.0,20.0,Urban,65000,5,7.0,5.5,0.35,30.482689,-97.662546,Texas_US,0.1591,OK,0,2017-11-02_15-44-00_Unknown_US_Vehicle_Texas_Drive1.csv,332.8
2017-11-02 15:44:24,0.0,Unknown_US_Vehicle,57,2957.0,0.0,0.6,96.86,38.82,12.6,0.85,0,,720.0,18.985,0.8,Aggressive,18.0,Clear,Clear,4.5,55.0,1015.0,60.0,2.0,20.0,Urban,65000,5,7.0,5.5,0.35,30.482689,-97.662546,Texas_US,0.5928,WARNING,1,2017-11-02_15-44-00_Unknown_US_Vehicle_Texas_Drive1.csv,332.8
2017-11-02 15:44:24,0.0,Unknown_US_Vehicle,57,3158.5,0.0,0.6,97.25,40.0,12.6,0.85,0,,600.0,16.201,0.833,Aggressive,18.0,Clear,Clear,4.5,55.0,1015.0,60.0,2.0,20.0,Urban,65000,5,7.0,5.5,0.35,30.482689,-97.662546,Texas_US,0.6316,WARNING,1,2017-11-02_15-44-00_Unknown_US_Vehicle_Texas_Drive1.csv,332.8
2017-11-02 15:44:24,0.0,Unknown_US_Vehicle,57,3430.2,0.0,0.6,95.29,40.39,12.6,0.85,0,,514.286,14.063,0.857,Aggressive,18.0,Clear,Clear,4.5,55.0,1015.0,60.0,2.0,20.0,Urban,65000,5,7.0,5.5,0.35,30.482689,-97.662546,Texas_US,0.6266,WARNING,1,2017-11-02_15-44-00_Unknown_US_Vehicle_Texas_Drive1.csv,332.8
2017-11-02 15:44:24,0.0,Unknown_US_Vehicle,58,2927.2,0.0,0.6,65.49,16.47,12.6,0.85,0,,450.0,12.399,0.875,Aggressive,18.0,Clear,Clear,4.5,55.0,1015.0,60.0,2.0,20.0,Urban,65000,5,7.0,5.5,0.35,30.482689,-97.662546,Texas_US,0.0321,OK,0,2017-11-02_15-44-00_Unknown_US_Vehicle_Texas_Drive1.csv,332.8
2017-11-02 15:44:24,0.0,Unknown_US_Vehicle,58,2267.0,0.0,0.6,77.65,29.41,12.6,0.85,0,,400.0,11.075,0.889,Aggressive,18.0,Clear,Clear,4.5,55.0,1015.0,60.0,2.0,20.0,Urban,65000,5,7.0,5.5,0.35,30.482689,-97.662546,Texas_US,0.0314,OK,0,2017-11-02_15-44-00_Unknown_US_Vehicle_Texas_Drive1.csv,332.8
2017-11-02 15:44:24,0.0,Unknown_US_Vehicle,58,2353.8,0.0,0.6,93.33,31.76,12.6,0.85,0,,360.0,10.001,0.9,Aggressive,18.0,Clear,Clear,4.5,55.0,1015.0,60.0,5.78,20.0,Urban,65000,5,7.0,5.5,0.35,30.482689,-97.662546,Texas_US,0.0725,OK,0,2017-11-02_15-44-00_Unknown_US_Vehicle_Texas_Drive1.csv,332.8
2017-11-02 15:44:24,0.0,Unknown_US_Vehicle,59,2325.8,0.0,0.6,94.9,32.16,12.6,0.85,0,,327.273,9.113,0.909,Aggressive,18.0,Clear,Clear,4.5,55.0,1015.0,60.0,4.98,20.0,Urban,65000,5,7.0,5.5,0.35,30.482689,-97.662546,Texas_US,0.0613,OK,0,2017-11-02_15-44-00_Unknown_US_Vehicle_Texas_Drive1.csv,332.8
2017-11-02 15:44:24,0.0,Unknown_US_Vehicle,59,2303.0,0.0,0.6,93.73,32.16,12.6,0.85,0,,300.0,8.368,0.917,Aggressive,18.0,Clear,Clear,4.5,55.0,1015.0,60.0,3.28,20.0,Urban,65000,5,7.0,5.5,0.35,30.482689,-97.662546,Texas_US,0.0335,OK,0,2017-11-02_15-44-00_Unknown_US_Vehicle_Texas_Drive1.csv,332.8
2017-11-02 15:44:24,0.0,Unknown_US_Vehicle,60,1685.8,0.0,0.6,34.12,16.47,12.6,0.85,0,,276.923,7.735,0.923,Aggressive,18.0,Clear,Clear,4.5,55.0,1015.0,60.0,2.98,20.0,Urban,65000,5,7.0,5.5,0.35,30.482689,-97.662546,Texas_US,0.0438,OK,0,2017-11-02_15-44-00_Unknown_US_Vehicle_Texas_Drive1.csv,332.8
2017-11-02 15:44:24,0.0,Unknown_US_Vehicle,60,1258.5,0.0,0.6,34.9,16.47,12.6,0.85,0,,257.143,7.19,0.929,Aggressive,18.0,Clear,Clear,4.5,55.0,1015.0,60.0,0.72,20.0,Urban,65000,5,7.0,5.5,0.35,30.482689,-97.662546,Texas_US,0.0238,OK,0,2017-11-02_15-44-00_Unknown_US_Vehicle_Texas_Drive1.csv,332.2
