timestamp,elapsed_seconds,vehicle_name,engine_temp,rpm,speed,fuel_level,engine_load,throttle_pos,battery_voltage,battery_health,dtc_count,trouble_codes,hard_braking_freq,accel_variance,idle_ratio,driving_style,ambient_temp,weather_condition,weather_raw,wind_speed,humidity,pressure_hpa,monthly_precipitation,road_roughness,traffic_density,road_type,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,latitude,longitude,city,maintenance_probability,severity,needs_maintenance,maf,fuel_usage_ml_min,gear
2025-08-14 16:06:06,0.0,Opel Corsa,85.0,881.5,0.0,0.5,7.84,21.18,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,22.3,Clear,clear sky,2.9,59.2,1010.7,40,2.26,57.6,Rural,88936.0,13,0.1,1.018,1.0,0.0,0.0,Europe,,,,1.89,10.4,?
2025-08-14 16:06:07,1.2,Opel Corsa,85.0,846.8,0.0,0.5,7.06,20.39,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,21.9,Clear,clear sky,5.8,27.9,1007.7,40,2.17,54.5,Rural,88936.0,13,0.109,1.019,0.9955,0.0,0.0,Europe,,,,1.7,9.3,?
2025-08-14 16:06:09,2.4,Opel Corsa,85.0,848.0,0.0,0.5,7.06,20.39,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,27.5,Clear,clear sky,6.6,30.4,998.3,40,2.27,57.5,Rural,88936.0,13,0.109,1.018,1.0,0.0,0.0,Europe,,,,1.67,9.1,?
2025-08-14 16:06:10,3.6,Opel Corsa,85.0,845.0,0.0,0.5,6.67,20.0,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,26.9,Clear,clear sky,9.4,64.9,1010.2,40,2.41,56.7,Rural,88936.0,13,0.107,1.027,0.9999,0.0,0.0,Europe,,,,1.56,8.5,?
2025-08-14 16:06:11,4.8,Opel Corsa,85.0,829.0,0.0,0.5,5.88,19.22,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,24.7,Clear,clear sky,4.9,68.6,1021.2,40,2.22,52.0,Rural,88936.0,13,0.106,1.015,1.0,0.0,0.0,Europe,,,,1.41,7.7,?
2025-08-14 16:06:12,6.0,Opel Corsa,85.0,806.2,0.0,0.5,5.88,19.22,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,25.2,Clear,clear sky,4.3,74.2,1015.2,40,2.31,56.9,Rural,88936.0,13,0.1,1.025,0.9994,0.0,0.0,Europe,,,,1.41,7.7,?
2025-08-14 16:06:13,7.2,Opel Corsa,85.0,823.0,0.0,0.5,5.88,19.22,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,25.2,Clear,clear sky,6.4,61.9,1011.9,40,2.03,56.2,Rural,88936.0,13,0.106,1.017,0.9981,0.0,0.0,Europe,,,,1.41,7.7,?
2025-08-14 16:06:15,8.4,Opel Corsa,85.0,825.8,0.0,0.5,5.88,19.22,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,24.1,Clear,clear sky,5.9,56.6,1017.8,40,2.14,56.3,Rural,88936.0,13,0.1,1.022,0.9962,0.0,0.0,Europe,,,,1.37,7.5,?
2025-08-14 16:06:16,9.6,Opel Corsa,85.0,821.2,0.0,0.5,5.49,19.22,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,24.1,Clear,clear sky,6.1,78.2,1008.8,40,1.93,55.1,Rural,88936.0,13,0.101,1.014,0.9995,0.0,0.0,Europe,,,,1.34,7.3,?
2025-08-14 16:06:17,10.8,Opel Corsa,85.0,827.8,0.0,0.5,5.1,18.82,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,26.6,Clear,clear sky,5.3,66.8,1005.9,40,2.0,62.8,Rural,88936.0,13,0.108,1.012,0.9959,0.0,0.0,Europe,,,,1.23,6.7,?
