timestamp,elapsed_seconds,vehicle_name,engine_temp,rpm,speed,fuel_level,engine_load,throttle_pos,battery_voltage,battery_health,dtc_count,sensor_fault,hard_braking_freq,accel_variance,idle_ratio,driving_style,ambient_temp,weather_condition,weather_raw,monthly_precipitation,wind_speed,humidity,pressure_hpa,road_roughness,traffic_density,road_type,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,latitude,longitude,city,calc_fuel_rate_lph,calc_fuel_l100km,calc_co2_g_per_km,maintenance_probability,severity,needs_maintenance
2020-02-15 00:00:00,0.0,Toyota_Etios,60.18,0.0,17.65,0.498,89.0,0.0,12.0,0.6,1,,0.0,0.0,0.0,Idle,22.4,Clear,few clouds,97.0,13.92,76.41,1013.9,2.1,5.0,Urban,75600.0,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-02-15 00:00:00,0.0,Toyota_Etios,60.18,0.0,17.65,0.498,89.0,0.0,12.0,0.6,1,,0.0,0.0,0.0,Idle,22.4,Clear,few clouds,97.0,13.92,76.41,1013.9,2.1,5.0,Urban,75600.0,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-02-15 00:00:00,0.0,Toyota_Etios,60.18,0.0,17.65,0.498,89.0,0.0,12.0,0.6,1,,0.0,0.0,0.0,Idle,22.4,Clear,few clouds,97.0,13.92,76.41,1013.9,2.1,5.0,Urban,75600.0,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-02-15 00:00:00,0.0,Toyota_Etios,60.07,0.0,17.65,0.494,89.0,0.0,12.0,0.6,1,,0.0,0.0,0.0,Idle,22.4,Clear,few clouds,97.0,13.92,76.41,1013.9,2.1,5.0,Urban,75600.0,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-02-15 00:00:00,0.0,Toyota_Etios,60.07,0.0,17.65,0.494,89.0,43.14,12.0,0.6,1,,0.0,0.0,0.0,Idle,22.4,Clear,few clouds,97.0,13.92,76.41,1013.9,2.1,5.0,Urban,75600.0,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-02-15 00:27:54,1674.0,Toyota_Etios,60.07,0.0,17.65,0.494,89.0,43.14,12.0,0.6,1,,0.0,0.0,0.0,Idle,22.56,Clear,few clouds,97.0,14.32,73.58,1013.8,2.1,5.0,Urban,75627.9,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-02-15 00:27:54,1674.0,Toyota_Etios,60.07,0.0,17.65,0.494,89.0,43.14,12.0,0.6,1,,0.0,0.0,0.0,Idle,22.56,Clear,few clouds,97.0,14.32,73.58,1013.8,2.1,5.0,Urban,75627.9,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-02-15 00:27:54,1674.0,Toyota_Etios,60.16,0.0,17.65,0.494,89.0,43.14,12.0,0.6,1,,0.0,0.0,0.0,Idle,22.56,Clear,few clouds,97.0,14.32,73.58,1013.8,2.1,5.0,Urban,75627.9,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-02-15 00:19:07,1147.5,Toyota_Etios,60.31,0.0,17.65,0.494,90.0,23.92,12.0,0.6,1,,0.0,0.0,0.0,Idle,22.51,Clear,few clouds,97.0,14.2,74.42,1013.83,2.1,5.0,Urban,75619.12,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-02-15 00:19:07,1147.5,Toyota_Etios,60.31,0.0,17.65,0.494,90.0,23.92,12.0,0.6,1,,0.0,0.0,0.0,Idle,22.51,Clear,few clouds,97.0,14.2,74.42,1013.83,2.1,5.0,Urban,75619.12,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-02-15 00:19:07,1147.5,Toyota_Etios,47.3,0.0,17.65,0.494,90.0,23.92,12.0,0.6,1,,0.0,0.0,0.0,Idle,22.51,Clear,few clouds,97.0,14.2,74.42,1013.83,2.1,5.0,Urban,75619.12,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
