timestamp,elapsed_seconds,vehicle_name,engine_temp,rpm,speed,fuel_level,engine_load,throttle_pos,battery_voltage,battery_health,dtc_count,trouble_codes,hard_braking_freq,accel_variance,idle_ratio,driving_style,ambient_temp,weather_condition,weather_raw,wind_speed,humidity,pressure_hpa,monthly_precipitation,road_roughness,traffic_density,road_type,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,latitude,longitude,city,maintenance_probability,severity,needs_maintenance,maf,fuel_usage_ml_min,gear
2025-09-15 06:17:35,0.0,Opel Corsa,85.0,988.2,0.0,0.5,12.16,24.71,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,4.3,Clouds,broken clouds,4.4,62.7,1006.4,55,1.49,42.7,Urban,90248.0,13,0.1,0.1,0.9963,0.0,0.0,Europe,,,,3.09,16.9,?
2025-09-15 06:17:36,1.2,Opel Corsa,85.0,995.5,0.0,0.5,12.16,24.71,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,6.8,Clouds,broken clouds,6.6,66.8,1013.7,55,1.81,41.8,Urban,90248.0,13,0.1,0.1,0.9968,0.0,0.0,Europe,,,,3.15,17.3,?
2025-09-15 06:17:37,2.4,Opel Corsa,85.0,966.8,0.0,0.5,12.16,24.71,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,5.0,Clouds,broken clouds,5.4,53.2,1018.4,55,1.74,43.2,Urban,90248.0,13,0.105,0.1,1.0,0.0,0.0,Europe,,,,3.1,17.0,?
2025-09-15 06:17:39,3.6,Opel Corsa,85.0,971.8,0.0,0.5,11.76,24.71,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,5.8,Clouds,broken clouds,5.0,57.4,1014.5,55,1.65,47.0,Urban,90248.0,13,0.1,0.103,0.9995,0.0,0.0,Europe,,,,3.09,16.9,?
2025-09-15 06:17:40,4.8,Opel Corsa,85.0,958.5,0.0,0.5,11.37,24.31,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,1.5,Clouds,broken clouds,6.5,71.4,1018.4,55,1.73,43.0,Urban,90248.0,13,0.1,0.105,1.0,0.0,0.0,Europe,,,,2.95,16.2,?
2025-09-15 06:17:41,6.0,Opel Corsa,85.0,906.0,0.0,0.5,13.33,25.49,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,5.7,Clouds,broken clouds,4.7,49.7,1016.5,55,1.47,42.1,Urban,90248.0,13,0.104,0.104,0.9982,0.0,0.0,Europe,,,,3.27,17.9,?
2025-09-15 06:17:42,7.2,Opel Corsa,85.0,928.8,0.0,0.5,13.33,25.49,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,2.3,Clouds,broken clouds,4.7,53.4,1008.5,55,1.52,38.5,Urban,90248.0,13,0.104,0.103,1.0,0.0,0.0,Europe,,,,3.34,18.3,?
2025-09-15 06:17:43,8.4,Opel Corsa,85.0,954.5,2.0,0.5,12.55,25.1,12.4,0.65,0,,0.0,0.589,0.875,Stop-and-Go,3.4,Clouds,broken clouds,2.5,70.3,1010.8,55,1.48,41.2,Urban,90248.0,13,0.105,0.1,0.9999,0.0,0.0,Europe,,,,3.18,17.4,?
2025-09-15 06:17:45,9.6,Opel Corsa,85.0,970.5,2.0,0.5,11.37,24.31,12.4,0.65,0,,0.0,0.555,0.778,Stop-and-Go,3.3,Clouds,broken clouds,3.3,70.6,1018.1,55,1.63,43.9,Urban,90248.0,13,0.109,0.1,0.9979,0.0,0.0,Europe,,,,2.95,16.2,?
2025-09-15 06:17:46,10.8,Opel Corsa,85.0,920.0,3.0,0.5,11.37,24.31,12.4,0.65,0,,0.0,0.562,0.7,Stop-and-Go,6.3,Clouds,broken clouds,6.2,53.6,1010.3,55,1.7,42.4,Urban,90248.0,13,0.1,0.101,0.998,0.0,0.0,Europe,,,,2.82,15.4,?
