timestamp,elapsed_seconds,vehicle_name,engine_temp,rpm,speed,fuel_level,engine_load,throttle_pos,battery_voltage,battery_health,dtc_count,trouble_codes,hard_braking_freq,accel_variance,idle_ratio,driving_style,ambient_temp,weather_condition,weather_raw,wind_speed,humidity,pressure_hpa,monthly_precipitation,road_roughness,traffic_density,road_type,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,latitude,longitude,city,maintenance_probability,severity,needs_maintenance
2026-03-21 08:45:00,0,Creta,41.1,903.0,0.72,0.817,8.16,4.64,12.709,0.875,0,,0.28,0.209,1.0,Stop-and-Go,32.2,Haze,haze,3.2,29.2,1005.7,10,4.55,41.7,Urban,33100.0,3,8.786,6.189,0.2785,18.520399,73.856701,Pune,,,
2026-03-21 08:45:02,2,Creta,41.69,885.5,0.24,0.82,12.08,6.28,12.725,0.842,0,,0.08,0.44,1.0,Stop-and-Go,31.1,Haze,haze,3.1,28.8,1006.1,10,5.08,42.2,Urban,33100.0,3,8.785,6.202,0.2835,18.520399,73.856701,Pune,,,
2026-03-21 08:45:04,4,Creta,42.13,935.4,1.38,0.823,12.06,11.38,12.714,0.876,0,,0.07,1.016,1.0,Stop-and-Go,31.2,Haze,haze,2.6,32.1,1006.1,10,4.38,40.8,Urban,33100.0,3,8.791,6.187,0.2833,18.5204,73.856702,Pune,,,
2026-03-21 08:45:06,6,Creta,42.75,766.9,0.09,0.819,6.86,9.82,12.758,0.872,0,,0.08,1.439,1.0,Stop-and-Go,31.3,Haze,haze,3.3,29.9,1005.9,10,4.36,48.0,Urban,33100.0,3,8.801,6.193,0.2856,18.5204,73.856702,Pune,,,
2026-03-21 08:45:08,8,Creta,43.32,701.0,1.47,0.818,18.09,7.32,12.754,0.84,0,,0.04,0.789,1.0,Stop-and-Go,31.6,Haze,haze,2.4,34.0,1006.2,10,4.27,54.4,Urban,33100.0,3,8.796,6.208,0.2797,18.520402,73.856704,Pune,,,
2026-03-21 08:45:10,10,Creta,43.87,877.4,0.26,0.819,5.92,2.0,12.759,0.838,0,,0.06,1.289,1.0,Stop-and-Go,32.3,Haze,haze,2.5,27.4,1005.9,10,5.24,45.6,Urban,33100.0,3,8.776,6.184,0.2808,18.520401,73.856703,Pune,,,
2026-03-21 08:45:12,12,Creta,43.68,932.5,1.16,0.817,8.87,9.05,12.666,0.847,0,,0.01,0.741,1.0,Stop-and-Go,32.3,Haze,haze,2.4,28.2,1006.5,10,4.08,51.4,Urban,33100.0,3,8.78,6.192,0.2836,18.5204,73.856702,Pune,,,
2026-03-21 08:45:14,14,Creta,44.47,786.4,1.07,0.818,19.12,9.68,12.694,0.822,0,,0.14,0.693,1.0,Stop-and-Go,32.2,Haze,haze,2.5,29.9,1006.1,10,4.64,42.3,Urban,33100.0,3,8.787,6.19,0.282,18.520399,73.856701,Pune,,,
2026-03-21 08:45:16,16,Creta,44.65,821.7,1.38,0.818,14.56,7.25,12.761,0.874,0,,0.05,0.171,1.0,Stop-and-Go,32.7,Haze,haze,2.3,29.3,1005.5,10,4.32,45.6,Urban,33100.0,3,8.773,6.185,0.2854,18.5204,73.856703,Pune,,,
2026-03-21 08:45:18,18,Creta,45.29,878.5,0.4,0.82,9.0,9.46,12.742,0.849,0,,0.32,0.593,1.0,Stop-and-Go,32.1,Haze,haze,2.6,29.7,1006.0,10,4.73,47.7,Urban,33100.0,3,8.768,6.197,0.2809,18.520401,73.856703,Pune,,,
2026-03-21 08:45:20,20,Creta,45.6,907.8,0.49,0.82,13.3,4.99,12.771,0.837,0,,0.3,0.172,1.0,Stop-and-Go,31.6,Haze,haze,3.3,25.9,1006.3,10,4.61,43.4,Urban,33100.0,3,8.791,6.183,0.2817,18.520402,73.856702,Pune,,,
2026-03-21 08:45:22,22,Creta,45.9,711.6,0.12,0.823,13.0,12.0,12.833,0.888,0,,0.03,0.388,1.0,Stop-and-Go,31.6,Haze,haze,3.2,30.8,1005.7,10,4.68,40.4,Urban,33100.0,3,8.782,6.198,0.2779,18.520402,73.856702,Pune,,,
2026-03-21 08:45:24,24,Creta,46.54,792.1,1.96,0.822,11.84,11.97,12.709,0.847,0,,0.22,1.422,1.0,Stop-and-Go,31.9,Haze,haze,2.2,31.6,1006.2,10,4.62,49.9,Urban,33100.01,3,8.767,6.203,0.2796,18.520399,73.856701,Pune,,,
