timestamp,elapsed_seconds,vehicle_name,engine_temp,rpm,speed,fuel_level,engine_load,throttle_pos,battery_voltage,battery_health,dtc_count,trouble_codes,hard_braking_freq,accel_variance,idle_ratio,driving_style,ambient_temp,weather_condition,weather_raw,wind_speed,humidity,pressure_hpa,monthly_precipitation,road_roughness,traffic_density,road_type,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,latitude,longitude,city,maintenance_probability,severity,needs_maintenance
2026-03-26 17:45:00,0,Creta,45.26,811.3,0.94,0.599,10.87,7.54,12.742,0.849,0,,0.16,0.315,1.0,Stop-and-Go,35.4,Clear,clear sky,4.6,20.0,1005.9,8,4.04,36.3,Highway,33189.93,3,8.665,6.116,0.3,18.520401,73.856701,Pune,,,
2026-03-26 17:45:02,2,Creta,45.85,918.3,1.32,0.597,9.6,7.74,12.711,0.832,0,,0.05,0.469,1.0,Stop-and-Go,34.8,Clear,clear sky,4.6,16.1,1006.3,8,3.57,32.5,Highway,33189.93,3,8.629,6.126,0.3012,18.5204,73.856699,Pune,,,
2026-03-26 17:45:04,4,Creta,46.67,808.2,0.8,0.598,14.22,15.22,12.838,0.87,0,,0.18,0.699,1.0,Stop-and-Go,34.8,Clear,clear sky,4.8,23.6,1005.9,8,2.95,37.7,Highway,33189.93,3,8.642,6.121,0.2993,18.520401,73.856699,Pune,,,
2026-03-26 17:45:06,6,Creta,47.3,851.0,1.05,0.6,16.02,7.9,12.742,0.87,0,,0.07,0.136,1.0,Stop-and-Go,34.6,Clear,clear sky,5.6,22.5,1005.8,8,3.77,34.5,Highway,33189.93,3,8.638,6.11,0.3017,18.5204,73.856701,Pune,,,
2026-03-26 17:45:08,8,Creta,47.63,733.4,0.34,0.595,9.74,2.11,12.875,0.882,0,,0.11,0.447,1.0,Stop-and-Go,34.8,Clear,clear sky,3.8,25.5,1005.8,8,3.64,36.6,Highway,33189.93,3,8.647,6.128,0.3012,18.5204,73.856702,Pune,,,
2026-03-26 17:45:10,10,Creta,47.98,768.8,0.39,0.599,8.77,12.91,12.703,0.85,0,,0.02,0.153,1.0,Stop-and-Go,34.9,Clear,clear sky,4.4,23.0,1006.4,8,3.21,37.0,Highway,33189.93,3,8.636,6.13,0.2994,18.520401,73.856701,Pune,,,
2026-03-26 17:45:12,12,Creta,47.96,762.7,0.23,0.602,5.26,6.49,12.749,0.84,0,,0.24,1.956,1.0,Stop-and-Go,34.1,Clear,clear sky,4.4,21.4,1006.2,8,3.41,26.4,Highway,33189.93,3,8.648,6.129,0.2991,18.520401,73.856701,Pune,,,
2026-03-26 17:45:14,14,Creta,49.21,776.2,1.08,0.602,21.66,9.19,12.736,0.822,0,,0.15,1.221,1.0,Stop-and-Go,34.0,Clear,clear sky,5.5,23.8,1006.0,8,3.95,32.8,Highway,33189.93,3,8.655,6.117,0.3006,18.520399,73.856702,Pune,,,
2026-03-26 17:45:16,16,Creta,49.49,918.3,0.62,0.598,7.43,9.69,12.689,0.874,0,,0.1,0.314,1.0,Stop-and-Go,35.2,Clear,clear sky,4.7,25.1,1005.8,8,2.93,27.9,Highway,33189.93,3,8.658,6.131,0.3029,18.5204,73.856701,Pune,,,
2026-03-26 17:45:18,18,Creta,50.52,833.4,0.79,0.6,14.75,6.11,12.791,0.891,0,,0.01,0.174,1.0,Stop-and-Go,34.0,Clear,clear sky,5.6,20.0,1005.6,8,3.66,37.8,Highway,33189.93,3,8.638,6.123,0.2977,18.520399,73.8567,Pune,,,
