timestamp,elapsed_seconds,vehicle_name,engine_temp,rpm,speed,fuel_level,engine_load,throttle_pos,battery_voltage,battery_health,dtc_count,trouble_codes,hard_braking_freq,accel_variance,idle_ratio,driving_style,ambient_temp,weather_condition,weather_raw,wind_speed,humidity,pressure_hpa,monthly_precipitation,road_roughness,traffic_density,road_type,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,latitude,longitude,city,maintenance_probability,severity,needs_maintenance
2026-01-17 08:35:00,0,Innova,16.04,767.1,0.0,0.477,8.81,4.61,14.006,0.761,0,,0.084,1.149,1.0,Smooth,13.9,Clear,clear sky,3.9,81.8,1023.0,20,2.33,58.1,Urban,86324.4,6,6.452,4.822,0.3722,28.603561,77.194876,Delhi,,,
2026-01-17 08:35:02,2,Innova,16.56,793.1,0.06,0.477,8.32,4.3,14.005,0.761,0,,0.093,1.219,1.0,Aggressive,13.2,Clear,clear sky,3.9,81.8,1023.0,20,2.35,56.6,Urban,86324.4,6,6.452,4.822,0.3722,28.603563,77.194869,Delhi,,,
2026-01-17 08:35:04,4,Innova,17.43,780.8,0.21,0.477,8.72,4.18,14.011,0.761,0,,0.092,1.259,1.0,Smooth,13.3,Clear,clear sky,3.9,81.8,1023.0,20,2.39,48.2,Urban,86324.4,6,6.452,4.822,0.3722,28.603564,77.194874,Delhi,,,
2026-01-17 08:35:06,6,Innova,18.08,771.1,0.36,0.477,9.01,4.13,14.014,0.761,0,,0.091,1.21,1.0,Smooth,14.3,Clear,clear sky,3.9,81.8,1023.0,20,1.97,59.9,Urban,86324.4,6,6.452,4.822,0.3722,28.603574,77.194874,Delhi,,,
2026-01-17 08:35:08,8,Innova,18.83,772.0,0.7,0.476,8.61,3.87,14.009,0.761,0,,0.09,1.229,1.0,Stop-and-Go,13.5,Clear,clear sky,3.9,81.8,1023.0,20,2.31,51.6,Urban,86324.4,6,6.452,4.822,0.3722,28.603595,77.194866,Delhi,,,
2026-01-17 08:35:10,10,Innova,19.3,769.5,0.88,0.476,7.96,3.77,14.018,0.761,0,,0.091,1.217,1.0,Smooth,13.8,Clear,clear sky,3.9,81.8,1023.0,20,2.33,53.4,Urban,86324.4,6,6.452,4.822,0.3722,28.603588,77.19487,Delhi,,,
2026-01-17 08:35:12,12,Innova,19.99,770.1,1.3,0.476,7.68,3.56,14.029,0.761,0,,0.09,1.213,1.0,Stop-and-Go,13.5,Clear,clear sky,3.9,81.8,1023.0,20,2.19,47.0,Urban,86324.4,6,6.452,4.822,0.3722,28.603592,77.194857,Delhi,,,
2026-01-17 08:35:14,14,Innova,20.6,766.5,1.58,0.476,7.42,3.39,14.035,0.761,0,,0.089,1.27,1.0,Smooth,13.5,Clear,clear sky,3.9,81.8,1023.0,20,2.19,54.6,Urban,86324.4,6,6.452,4.822,0.3722,28.603592,77.194849,Delhi,,,
2026-01-17 08:35:16,16,Innova,21.22,787.7,1.43,0.476,7.2,3.53,14.039,0.761,0,,0.092,1.388,1.0,Aggressive,13.1,Clear,clear sky,3.9,81.8,1023.0,20,2.06,55.4,Urban,86324.4,6,6.452,4.822,0.3722,28.603585,77.194844,Delhi,,,
2026-01-17 08:35:18,18,Innova,21.64,785.9,1.31,0.476,7.31,3.51,14.055,0.761,0,,0.095,1.45,1.0,Smooth,13.8,Clear,clear sky,3.9,81.8,1023.0,20,2.15,49.6,Urban,86324.4,6,6.452,4.822,0.3722,28.603567,77.194831,Delhi,,,
2026-01-17 08:35:20,20,Innova,22.24,780.5,1.21,0.476,7.54,3.33,14.059,0.761,0,,0.097,1.447,1.0,Stop-and-Go,14.5,Clear,clear sky,3.9,81.8,1023.0,20,2.27,56.2,Urban,86324.4,6,6.452,4.822,0.3722,28.603558,77.194832,Delhi,,,
2026-01-17 08:35:22,22,Innova,22.98,778.2,1.12,0.476,7.38,3.27,14.058,0.761,0,,0.095,1.494,1.0,Stop-and-Go,12.3,Clear,clear sky,3.9,81.8,1023.0,20,1.82,62.5,Urban,86324.4,6,6.452,4.822,0.3722,28.603542,77.194821,Delhi,,,
2026-01-17 08:35:24,24,Innova,23.81,771.5,1.06,0.476,7.21,3.39,14.06,0.761,0,,0.094,1.474,1.0,Stop-and-Go,12.5,Clear,clear sky,3.9,81.8,1023.0,20,2.78,58.1,Urban,86324.4,6,6.452,4.822,0.3722,28.60353,77.194819,Delhi,,,
2026-01-17 08:35:26,26,Innova,24.63,768.4,0.97,0.476,7.4,3.6,14.065,0.761,0,,0.092,1.451,1.0,Smooth,13.3,Clear,clear sky,3.9,81.8,1023.0,20,2.61,49.8,Urban,86324.4,6,6.452,4.822,0.3722,28.603529,77.194815,Delhi,,,
2026-01-17 08:35:28,28,Innova,25.27,764.5,0.94,0.476,6.99,3.62,14.065,0.761,0,,0.094,1.46,1.0,Stop-and-Go,13.4,Clear,clear sky,3.9,81.8,1023.0,20,2.27,48.5,Urban,86324.4,6,6.452,4.822,0.3722,28.603514,77.194839,Delhi,,,
2026-01-17 08:35:30,30,Innova,26.12,781.0,0.87,0.476,6.62,3.61,14.064,0.761,0,,0.099,1.531,1.0,Aggressive,11.8,Clear,clear sky,3.9,81.8,1023.0,20,1.74,64.2,Urban,86324.4,6,6.452,4.822,0.3722,28.603516,77.194832,Delhi,,,
2026-01-17 08:35:32,32,Innova,26.62,805.6,1.83,0.476,6.58,3.88,14.07,0.761,0,,0.103,1.613,1.0,Aggressive,14.0,Clear,clear sky,3.9,81.8,1023.0,20,2.15,48.3,Urban,86324.4,6,6.452,4.822,0.3722,28.603517,77.194832,Delhi,,,
2026-01-17 08:35:34,34,Innova,27.08,778.5,3.43,0.476,8.65,3.84,14.076,0.761,0,,0.102,1.782,0.95,Stop-and-Go,12.2,Clear,clear sky,3.9,81.8,1023.0,20,1.78,53.9,Urban,86324.4,6,6.452,4.822,0.3722,28.603502,77.194838,Delhi,,,
2026-01-17 08:35:36,36,Innova,27.68,754.7,3.91,0.476,10.04,3.81,14.083,0.761,0,,0.1,1.721,0.902,Stop-and-Go,12.9,Clear,clear sky,3.9,81.8,1023.0,20,2.56,48.6,Urban,86324.4,6,6.452,4.822,0.3722,28.603484,77.194835,Delhi,,,
2026-01-17 08:35:38,38,Innova,28.4,733.7,4.24,0.475,10.92,3.74,14.099,0.761,0,,0.099,1.731,0.857,Stop-and-Go,13.6,Clear,clear sky,3.9,81.8,1023.0,20,2.39,60.4,Urban,86324.4,6,6.452,4.822,0.3722,28.60345,77.194833,Delhi,,,
2026-01-17 08:35:40,40,Innova,28.94,715.3,6.01,0.475,12.02,3.64,14.101,0.761,0,,0.099,1.887,0.815,Smooth,12.4,Clear,clear sky,3.9,81.8,1023.0,20,2.47,52.1,Urban,86324.4,6,6.452,4.822,0.3722,28.603414,77.194839,Delhi,,,
2026-01-17 08:35:42,42,Innova,29.39,699.0,7.35,0.475,12.29,3.85,14.095,0.761,0,,0.102,2.056,0.774,Aggressive,12.7,Clear,clear sky,3.9,81.8,1023.0,20,2.33,52.7,Urban,86324.4,6,6.452,4.822,0.3722,28.603365,77.194844,Delhi,,,
2026-01-17 08:35:44,44,Innova,29.75,684.8,8.1,0.475,12.47,3.75,14.098,0.761,0,,0.101,2.056,0.735,Stop-and-Go,13.9,Clear,clear sky,3.9,81.8,1023.0,20,1.94,53.9,Urban,86324.4,6,6.452,4.822,0.3722,28.60331,77.194877,Delhi,,,
2026-01-17 08:35:46,46,Innova,30.3,672.2,7.44,0.475,13.0,3.69,14.104,0.761,0,,0.105,2.116,0.698,Aggressive,14.7,Clear,clear sky,3.9,81.8,1023.0,20,2.41,57.0,Urban,86324.5,6,6.452,4.822,0.3722,28.603271,77.194889,Delhi,,,
2026-01-17 08:35:48,48,Innova,30.89,661.1,8.45,0.475,13.19,3.8,14.104,0.761,0,,0.103,2.194,0.663,Smooth,13.5,Clear,clear sky,3.9,81.8,1023.0,20,2.03,50.0,Urban,86324.5,6,6.452,4.822,0.3722,28.603217,77.194898,Delhi,,,
2026-01-17 08:35:50,50,Innova,31.6,651.4,9.88,0.475,13.67,3.58,14.093,0.761,0,,0.103,2.188,0.63,Stop-and-Go,13.5,Clear,clear sky,3.9,81.8,1023.0,20,1.94,59.5,Urban,86324.5,6,6.452,4.822,0.3722,28.603178,77.194925,Delhi,,,
2026-01-17 08:35:52,52,Innova,31.99,642.8,10.42,0.475,13.97,3.53,14.103,0.761,0,,0.102,2.177,0.599,Stop-and-Go,14.0,Clear,clear sky,3.9,81.8,1023.0,20,2.78,62.3,Urban,86324.5,6,6.452,4.822,0.3722,28.603142,77.194979,Delhi,,,
2026-01-17 08:35:54,54,Innova,32.66,635.3,11.47,0.475,14.2,3.66,14.113,0.761,0,,0.101,2.221,0.569,Stop-and-Go,14.1,Clear,clear sky,3.9,81.8,1023.0,20,1.5,60.8,Urban,86324.5,6,6.452,4.822,0.3722,28.603116,77.195016,Delhi,,,
2026-01-17 08:35:56,56,Innova,33.16,642.7,10.78,0.475,14.67,3.77,14.11,0.761,0,,0.105,2.259,0.54,Aggressive,13.6,Clear,clear sky,3.9,81.8,1023.0,20,1.5,54.6,Urban,86324.5,6,6.452,4.822,0.3722,28.603073,77.195057,Delhi,,,
2026-01-17 08:35:58,58,Innova,33.6,635.2,10.99,0.474,14.94,3.55,14.115,0.761,0,,0.106,2.206,0.513,Aggressive,12.2,Clear,clear sky,3.9,81.8,1023.0,20,2.4,63.1,Urban,86324.5,6,6.452,4.822,0.3722,28.603038,77.195098,Delhi,,,
