timestamp,elapsed_seconds,vehicle_name,engine_temp,rpm,speed,fuel_level,engine_load,throttle_pos,battery_voltage,battery_health,dtc_count,sensor_fault,hard_braking_freq,accel_variance,idle_ratio,driving_style,ambient_temp,weather_condition,weather_raw,monthly_precipitation,wind_speed,humidity,pressure_hpa,road_roughness,traffic_density,road_type,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,latitude,longitude,city,calc_fuel_rate_lph,calc_fuel_l100km,calc_co2_g_per_km,maintenance_probability,severity,needs_maintenance
2025-12-21 13:11:21,0.0,Safari Storme EX,33.4,803.58,0.0,44.7,24.6613,13.7,10.776491504959626,0.759,0,0,0.0,0.0,1.0,Stop-and-Go,33.0,Cloudy,Cloudy,10.5,10.9,59.0,1010.6,1.7,46.5,Urban,68202,11,5.9,4.3,0.648,18.5303,73.857,Pune,,,,0.4229,OK,False
2025-12-21 13:11:23,2.4,Safari Storme EX,33.1,1076.02,0.0,44.7,22.852401886792453,10.598113207547168,10.723112717692011,0.759,0,0,0.0,0.0,1.0,Stop-and-Go,33.0,Cloudy,Cloudy,10.5,10.9,59.0,1010.6,1.7,46.5,Urban,68202,11,5.9,4.3,0.648,18.530322641509436,73.85435094339623,Pune,,,,0.4229,OK,False
2025-12-21 13:11:25,4.8,Safari Storme EX,33.4,986.49,0.0,44.7,21.043503773584906,7.4962264150943385,10.669733930424396,0.759,0,0,0.0,0.0,1.0,Stop-and-Go,33.0,Cloudy,Cloudy,10.5,10.9,59.0,1010.6,1.7,46.5,Urban,68202,11,5.9,4.3,0.648,18.530345283018868,73.85170188679245,Pune,,,,0.4229,OK,False
2025-12-21 13:11:28,7.2,Safari Storme EX,34.4,752.6,0.0,44.7,19.23460566037736,4.394339622641509,10.616355143156781,0.759,0,0,0.0,0.0,1.0,Stop-and-Go,33.0,Cloudy,Cloudy,10.5,10.9,59.0,1010.6,1.7,46.5,Urban,68202,11,5.8999,4.3,0.648,18.530367924528303,73.84905283018867,Pune,,,,0.4229,OK,False
2025-12-21 13:11:30,9.6,Safari Storme EX,34.1,1076.11,0.5,44.7,17.42570754716981,1.2924528301886777,10.562976355889166,0.759,0,0,0.0,0.224,0.8,Stop-and-Go,33.0,Cloudy,Cloudy,10.5,10.9,59.0,1010.6,1.7,46.5,Urban,68202,11,5.8999,4.3,0.648,18.530390566037735,73.8464037735849,Pune,,,,0.4229,OK,False
2025-12-21 13:11:33,12.0,Safari Storme EX,34.2,786.7,0.6,46.0,16.231991666666666,0.0,10.553107374721975,0.7532,0,0,0.0,0.303,0.667,Stop-and-Go,33.0,Cloudy,Cloudy,10.5,10.9,59.0,1010.6,1.7,46.5,Urban,68202,11,5.8999,4.2999,0.648,18.529218750000002,73.84684583333333,Pune,,,,0.4229,OK,False
2025-12-21 13:11:35,14.4,Safari Storme EX,34.9,891.47,0.0,46.0,15.477691666666667,0.0,10.574316826483658,0.7532,0,0,0.0,0.303,0.714,Stop-and-Go,33.0,Cloudy,Cloudy,10.5,10.9,59.0,1010.6,1.7,46.5,Urban,68202,11,5.8999,4.2999,0.648,18.527193750000002,73.84949583333334,Pune,,,,0.4229,OK,False
2025-12-21 13:11:37,16.8,Safari Storme EX,35.3,750.0,0.0,46.0,14.723391666666666,0.0,10.595526278245341,0.7532,0,0,0.0,0.303,0.75,Stop-and-Go,33.0,Cloudy,Cloudy,10.5,10.9,59.0,1010.6,1.7,46.5,Urban,68202,11,5.8998,4.2999,0.648,18.525168750000002,73.85214583333334,Pune,,,,0.4229,OK,False
2025-12-21 13:11:40,19.2,Safari Storme EX,35.7,794.01,2.3,46.0,13.969091666666667,0.0,10.616735730007024,0.7532,0,0,0.0,0.947,0.667,Stop-and-Go,33.0,Cloudy,Cloudy,10.5,10.9,59.0,1010.6,1.7,46.5,Urban,68202,11,5.8998,4.2999,0.648,18.523143750000003,73.85479583333334,Pune,,,,0.4229,OK,False
2025-12-21 13:11:42,21.6,Safari Storme EX,35.2,794.65,0.0,48.7,14.13963495145631,0.0,11.108427156700202,0.7617,0,0,0.0,0.996,0.7,Stop-and-Go,33.0,Cloudy,Cloudy,10.5,10.9,59.0,1010.6,1.7,46.5,Urban,68202,11,5.8998,4.2999,0.648,18.52289805825243,73.85602233009709,Pune,,,,0.4229,OK,False
