timestamp,elapsed_seconds,vehicle_name,engine_temp,rpm,speed,fuel_level,engine_load,throttle_pos,battery_voltage,battery_health,dtc_count,trouble_codes,hard_braking_freq,accel_variance,idle_ratio,driving_style,ambient_temp,weather_condition,weather_raw,wind_speed,humidity,pressure_hpa,monthly_precipitation,road_roughness,traffic_density,road_type,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,latitude,longitude,city,maintenance_probability,severity,needs_maintenance,maf,fuel_usage_ml_min,gear
2025-06-22 07:22:27,0.0,Opel Corsa,85.0,1132.0,0.0,0.5,20.0,26.67,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,9.4,Clear,clear sky,1.6,56.6,1020.4,45,2.66,42.5,Rural,87336.0,13,1.994,2.257,0.9867,0.0,0.0,Europe,,,,3.91,21.42,?
2025-06-22 07:22:28,1.2,Opel Corsa,85.0,1109.0,0.0,0.5,20.0,26.27,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,12.2,Clear,clear sky,5.9,48.8,1012.6,45,2.48,42.2,Rural,87336.0,13,2.001,2.253,0.987,0.0,0.0,Europe,,,,3.83,20.98,?
2025-06-22 07:22:29,2.3,Opel Corsa,85.0,1085.8,0.0,0.5,20.0,26.27,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,9.4,Clear,clear sky,2.2,51.6,1016.9,45,1.98,44.0,Rural,87336.0,13,2.004,2.245,0.9866,0.0,0.0,Europe,,,,3.86,21.15,?
2025-06-22 07:22:30,3.5,Opel Corsa,85.0,1072.0,0.0,0.5,20.0,26.27,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,13.1,Clear,clear sky,6.5,68.1,1009.4,45,2.08,39.4,Rural,87336.0,13,2.001,2.25,0.9848,0.0,0.0,Europe,,,,3.72,20.38,?
2025-06-22 07:22:31,4.6,Opel Corsa,85.0,1057.0,0.0,0.5,20.0,26.27,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,7.6,Clear,clear sky,4.5,71.3,1005.1,45,2.2,36.4,Rural,87336.0,13,2.001,2.255,0.9849,0.0,0.0,Europe,,,,3.65,20.0,?
2025-06-22 07:22:32,5.7,Opel Corsa,85.0,1081.5,0.0,0.5,20.0,25.88,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,10.0,Clear,clear sky,2.3,41.8,1016.1,45,2.38,31.4,Rural,87336.0,13,2.007,2.26,0.9886,0.0,0.0,Europe,,,,3.76,20.6,?
2025-06-22 07:22:34,6.9,Opel Corsa,85.0,1056.0,0.0,0.5,20.0,25.88,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,11.5,Clear,clear sky,3.9,54.8,1016.1,45,2.56,38.8,Rural,87336.0,13,2.002,2.252,0.9864,0.0,0.0,Europe,,,,3.65,20.0,?
2025-06-22 07:22:35,8.1,Opel Corsa,85.0,1043.5,0.0,0.5,20.0,25.49,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,12.3,Clear,clear sky,9.3,62.6,1015.0,45,2.23,35.8,Rural,87336.0,13,2.013,2.251,0.9865,0.0,0.0,Europe,,,,3.48,19.07,?
2025-06-22 07:22:36,9.2,Opel Corsa,85.0,991.0,0.0,0.5,20.0,25.49,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,10.9,Clear,clear sky,3.1,58.3,1014.5,45,1.91,37.1,Rural,87336.0,13,2.001,2.243,0.9838,0.0,0.0,Europe,,,,3.44,18.85,?
2025-06-22 07:22:37,10.6,Opel Corsa,26.0,975.2,0.0,0.5,14.12,25.88,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,11.7,Clear,clear sky,5.7,71.8,1012.2,45,2.51,36.8,Rural,87336.0,13,2.007,2.25,0.987,0.0,0.0,Europe,,,,3.65,20.0,?
2025-06-22 07:22:38,11.7,Opel Corsa,26.0,1005.0,2.0,0.5,14.12,26.27,12.4,0.65,0,,0.0,0.517,0.909,Stop-and-Go,12.4,Clear,clear sky,4.4,36.6,1005.3,45,2.38,38.1,Rural,87336.0,13,2.003,2.253,0.9865,0.0,0.0,Europe,,,,3.71,20.33,?
2025-06-22 07:22:40,12.9,Opel Corsa,26.0,986.8,3.0,0.5,14.12,25.88,12.4,0.65,0,,0.0,0.534,0.833,Stop-and-Go,10.1,Clear,clear sky,8.7,63.5,1015.2,45,2.52,39.9,Rural,87336.0,13,2.012,2.249,0.9864,0.0,0.0,Europe,,,,3.61,19.78,?
