timestamp,elapsed_seconds,vehicle_name,engine_temp,rpm,speed,fuel_level,engine_load,throttle_pos,battery_voltage,battery_health,dtc_count,trouble_codes,hard_braking_freq,accel_variance,idle_ratio,driving_style,ambient_temp,weather_condition,weather_raw,wind_speed,humidity,pressure_hpa,monthly_precipitation,road_roughness,traffic_density,road_type,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,latitude,longitude,city,maintenance_probability,severity,needs_maintenance,maf,fuel_usage_ml_min,gear
2025-11-09 21:54:43,0.0,Opel Corsa,85.0,937.0,0.0,0.5,10.2,23.53,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,0.3,Rain,light rain,4.8,59.9,1020.3,70,2.04,60.9,Urban,91720.0,13,0.104,0.105,0.9992,0.0,0.0,Europe,,,,2.6,14.2,?
2025-11-09 21:54:44,1.2,Opel Corsa,85.0,907.8,0.0,0.5,10.2,23.53,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,1.3,Rain,light rain,8.4,72.6,1008.4,70,2.34,53.9,Urban,91720.0,13,0.1,0.101,0.9981,0.0,0.0,Europe,,,,2.68,14.7,?
2025-11-09 21:54:45,2.4,Opel Corsa,85.0,920.8,0.0,0.5,10.2,23.14,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,3.0,Rain,light rain,1.3,55.9,1010.9,70,2.04,55.4,Urban,91720.0,13,0.1,0.1,0.9981,0.0,0.0,Europe,,,,2.56,14.0,?
2025-11-09 21:54:46,3.6,Opel Corsa,85.0,895.0,0.0,0.5,9.8,23.14,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,0.2,Rain,light rain,5.1,42.3,1008.2,70,2.01,59.9,Urban,91720.0,13,0.104,0.107,0.9988,0.0,0.0,Europe,,,,2.55,14.0,?
2025-11-09 21:54:48,4.8,Opel Corsa,85.0,922.5,0.0,0.5,10.2,22.75,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,3.8,Rain,light rain,5.8,52.9,1006.0,70,1.88,60.6,Urban,91720.0,13,0.111,0.103,0.9985,0.0,0.0,Europe,,,,2.51,13.8,?
2025-11-09 21:54:49,6.0,Opel Corsa,85.0,895.8,0.0,0.5,9.8,22.75,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,3.5,Rain,light rain,4.1,58.4,1013.6,70,1.87,60.7,Urban,91720.0,13,0.103,0.1,0.9981,0.0,0.0,Europe,,,,2.48,13.6,?
2025-11-09 21:54:50,7.2,Opel Corsa,85.0,868.2,0.0,0.5,9.8,23.14,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,1.8,Rain,light rain,4.2,73.7,1021.5,70,2.24,55.5,Urban,91720.0,13,0.104,0.101,1.0,0.0,0.0,Europe,,,,2.48,13.6,?
2025-11-09 21:54:51,8.4,Opel Corsa,85.0,875.5,0.0,0.5,9.41,22.75,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,0.6,Rain,light rain,5.5,49.6,1018.0,70,1.9,57.5,Urban,91720.0,13,0.105,0.107,1.0,0.0,0.0,Europe,,,,2.39,13.1,?
2025-11-09 21:54:52,9.6,Opel Corsa,85.0,880.5,0.0,0.5,9.8,22.75,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,3.7,Rain,light rain,6.6,43.6,1018.8,70,1.99,59.2,Urban,91720.0,13,0.111,0.1,1.0,0.0,0.0,Europe,,,,2.38,13.0,?
2025-11-09 21:54:54,10.8,Opel Corsa,85.0,851.2,0.0,0.5,9.41,22.75,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,-0.2,Rain,light rain,4.6,56.3,1016.7,70,2.15,55.7,Urban,91720.0,13,0.1,0.1,0.9994,0.0,0.0,Europe,,,,2.4,13.1,?
