timestamp,elapsed_seconds,vehicle_name,engine_temp,rpm,speed,fuel_level,engine_load,throttle_pos,battery_voltage,battery_health,dtc_count,trouble_codes,hard_braking_freq,accel_variance,idle_ratio,driving_style,ambient_temp,weather_condition,weather_raw,wind_speed,humidity,pressure_hpa,monthly_precipitation,road_roughness,traffic_density,road_type,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,latitude,longitude,city,maintenance_probability,severity,needs_maintenance,maf,fuel_usage_ml_min,gear
2025-09-07 14:16:18,0.0,Opel Corsa,85.0,1032.2,0.0,0.5,13.33,25.88,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,4.3,Clouds,broken clouds,6.3,57.1,1012.2,55,1.62,54.9,Rural,89960.0,13,0.104,0.248,0.9985,0.0,0.0,Europe,,,,3.56,19.5,?
2025-09-07 14:16:19,1.2,Opel Corsa,85.0,1024.2,0.0,0.5,12.55,25.49,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,10.0,Clouds,broken clouds,7.2,56.6,1003.6,55,2.27,59.2,Rural,89960.0,13,0.101,0.243,1.0,0.0,0.0,Europe,,,,3.33,18.2,?
2025-09-07 14:16:20,2.4,Opel Corsa,85.0,1029.2,0.0,0.5,12.55,25.1,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,7.0,Clouds,broken clouds,3.7,45.4,1015.7,55,1.85,57.1,Rural,89960.0,13,0.1,0.245,1.0,0.0,0.0,Europe,,,,3.36,18.4,?
2025-09-07 14:16:21,3.6,Opel Corsa,85.0,1002.2,0.0,0.5,12.16,24.71,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,9.1,Clouds,broken clouds,4.9,39.7,1001.9,55,2.15,59.3,Rural,89960.0,13,0.1,0.24,0.9951,0.0,0.0,Europe,,,,3.26,17.9,?
2025-09-07 14:16:22,4.8,Opel Corsa,85.0,987.5,0.0,0.5,11.37,24.71,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,4.2,Clouds,broken clouds,8.4,79.3,1019.1,55,1.9,59.4,Rural,89960.0,13,0.1,0.241,0.9984,0.0,0.0,Europe,,,,3.0,16.4,?
2025-09-07 14:16:24,5.9,Opel Corsa,85.0,972.2,0.0,0.5,11.76,24.31,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,6.4,Clouds,broken clouds,5.8,50.4,1017.9,55,1.88,61.7,Rural,89960.0,13,0.108,0.241,0.9989,0.0,0.0,Europe,,,,3.06,16.8,?
2025-09-07 14:16:25,7.1,Opel Corsa,85.0,973.8,0.0,0.5,11.37,24.31,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,8.9,Clouds,broken clouds,3.2,38.7,1015.3,55,1.56,58.3,Rural,89960.0,13,0.106,0.242,0.9974,0.0,0.0,Europe,,,,2.98,16.3,?
2025-09-07 14:16:26,8.3,Opel Corsa,85.0,971.0,0.0,0.5,10.98,23.92,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,7.5,Clouds,broken clouds,6.2,87.1,1015.1,55,1.9,63.7,Rural,89960.0,13,0.101,0.243,0.9986,0.0,0.0,Europe,,,,2.87,15.7,?
2025-09-07 14:16:27,9.5,Opel Corsa,85.0,955.8,0.0,0.5,10.59,23.92,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,7.8,Clouds,broken clouds,3.2,51.0,1022.8,55,1.82,60.5,Rural,89960.0,13,0.1,0.251,0.9997,0.0,0.0,Europe,,,,2.71,14.8,?
2025-09-07 14:16:28,10.7,Opel Corsa,85.0,958.0,0.0,0.5,10.2,23.53,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,8.8,Clouds,broken clouds,6.5,31.3,1017.6,55,2.11,61.6,Rural,89960.0,13,0.1,0.249,1.0,0.0,0.0,Europe,,,,2.61,14.3,?
2025-09-07 14:16:30,11.9,Opel Corsa,85.0,939.5,0.0,0.5,10.2,23.14,12.4,0.65,0,,0.0,0.0,1.0,Stop-and-Go,5.6,Clouds,broken clouds,2.3,61.0,1015.1,55,1.46,53.3,Rural,89960.0,13,0.1,0.244,1.0,0.0,0.0,Europe,,,,2.55,14.0,?
