timestamp,elapsed_seconds,vehicle_name,engine_temp,rpm,speed,fuel_level,engine_load,throttle_pos,battery_voltage,battery_health,dtc_count,sensor_fault,hard_braking_freq,accel_variance,idle_ratio,driving_style,ambient_temp,weather_condition,weather_raw,monthly_precipitation,wind_speed,humidity,pressure_hpa,road_roughness,traffic_density,road_type,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,latitude,longitude,city,calc_fuel_rate_lph,calc_fuel_l100km,calc_co2_g_per_km,maintenance_probability,severity,needs_maintenance
2020-01-06 00:00:00,0.0,Toyota_Etios,57.25,0.0,17.65,0.498,76.0,0.0,12.0,0.6,1,,0.0,0.0,0.0,Stop-and-Go,24.96,Clear,clear sky,67.0,16.13,74.08,1004.68,2.1,20.0,Highway,72400.0,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:00:00,0.0,Toyota_Etios,57.25,0.0,17.65,0.498,76.0,0.0,12.0,0.6,1,,0.0,0.0,0.0,Stop-and-Go,24.96,Clear,clear sky,67.0,16.13,74.08,1004.68,2.1,20.0,Highway,72400.0,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:00:00,0.0,Toyota_Etios,57.25,0.0,17.65,0.498,76.0,0.0,12.0,0.6,1,,0.0,0.0,0.0,Stop-and-Go,24.96,Clear,clear sky,67.0,16.13,74.08,1004.68,2.1,20.0,Highway,72400.0,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:00:00,0.0,Toyota_Etios,57.25,0.0,17.65,0.498,76.0,0.0,12.0,0.6,1,,0.0,0.0,0.0,Stop-and-Go,24.96,Clear,clear sky,67.0,16.13,74.08,1004.68,2.1,20.0,Highway,72400.0,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:00:00,0.0,Toyota_Etios,57.25,0.0,17.65,0.498,76.0,0.0,12.0,0.6,1,,0.0,0.0,0.0,Stop-and-Go,24.96,Clear,clear sky,67.0,16.13,74.08,1004.68,2.1,20.0,Highway,72400.0,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:26:30,1590.5,Toyota_Etios,57.25,0.0,17.25,0.498,76.0,69.02,12.0,0.6,1,,0.0,0.16,0.0,Aggressive,24.67,Clear,clear sky,67.0,16.34,73.12,1004.73,2.1,20.0,Highway,72426.51,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:26:30,1590.5,Toyota_Etios,57.25,0.0,17.25,0.498,76.0,69.02,12.0,0.6,1,,0.0,0.148,0.0,Aggressive,24.67,Clear,clear sky,67.0,16.34,73.12,1004.73,2.1,20.0,Highway,72426.51,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:26:30,1590.5,Toyota_Etios,57.23,0.0,17.25,0.494,76.0,69.02,12.0,0.6,1,,0.0,0.139,0.0,Aggressive,24.67,Clear,clear sky,67.0,16.34,73.12,1004.73,2.1,20.0,Highway,72426.51,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:26:30,1590.5,Toyota_Etios,57.23,0.0,17.25,0.494,76.0,23.53,12.0,0.6,1,,0.0,0.131,0.0,Stop-and-Go,24.67,Clear,clear sky,67.0,16.34,73.12,1004.73,2.1,20.0,Highway,72426.51,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:16:27,987.5,Toyota_Etios,57.23,0.0,17.25,0.494,76.0,23.53,12.0,0.6,1,,0.0,0.124,0.0,Stop-and-Go,24.78,Clear,clear sky,67.0,16.26,73.49,1004.71,2.1,20.0,Highway,72416.46,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:16:27,987.5,Toyota_Etios,44.72,0.0,17.25,0.494,76.0,23.53,12.0,0.6,1,,0.0,0.118,0.0,Stop-and-Go,24.78,Clear,clear sky,67.0,16.26,73.49,1004.71,2.1,20.0,Highway,72416.46,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:16:27,987.5,Toyota_Etios,44.72,0.0,17.25,0.494,76.0,23.53,12.0,0.6,1,,0.0,0.113,0.0,Stop-and-Go,24.78,Clear,clear sky,67.0,16.26,73.49,1004.71,2.1,20.0,Highway,72416.46,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:15:58,958.5,Toyota_Etios,44.72,0.0,17.25,0.494,76.0,23.92,12.0,0.6,1,,0.0,0.109,0.0,Stop-and-Go,24.8,Clear,clear sky,67.0,16.25,73.53,1004.71,2.1,20.0,Highway,72415.98,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:15:58,958.5,Toyota_Etios,44.72,0.0,17.25,0.494,76.0,23.92,12.0,0.6,1,,0.0,0.105,0.0,Stop-and-Go,24.8,Clear,clear sky,67.0,16.25,73.53,1004.71,2.1,20.0,Highway,72415.98,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:15:58,958.5,Toyota_Etios,44.74,0.0,17.25,0.518,76.0,23.92,12.0,0.6,1,,0.0,0.101,0.0,Stop-and-Go,24.8,Clear,clear sky,67.0,16.25,73.53,1004.71,2.1,20.0,Highway,72415.98,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:15:58,958.5,Toyota_Etios,44.74,0.0,17.25,0.518,76.0,23.92,12.0,0.6,1,,0.0,0.098,0.0,Stop-and-Go,24.8,Clear,clear sky,67.0,16.25,73.53,1004.71,2.1,20.0,Highway,72415.98,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
2020-01-06 00:13:28,808.5,Toyota_Etios,44.59,0.0,19.22,0.518,75.0,43.53,12.0,0.6,1,,0.0,0.491,0.0,Aggressive,24.82,Clear,clear sky,67.0,16.24,73.6,1004.71,2.1,20.0,Highway,72413.48,5,6.8,4.9,0.42,-8.05,-34.95,Recife,,,,,,
