source_file,km_driven,engine_temp,fuel_level,battery_health,mileage,vehicle_age,brake_thickness,tire_tread,oil_degradation,hard_braking_freq,accel_variance,idle_ratio,aggressive_frac,stopgo_frac,smooth_frac,ambient_temp,road_roughness,monthly_precipitation,traffic_density,wind_speed,humidity,pressure_hpa,driving_style_enc,weather_condition_enc,road_type_enc,avg_road_roughness,avg_hard_braking,avg_traffic_density,days_to_service,failure_binary,stress,avg_stress,daily_km_avg,total_km,drive_index,service_applied,services_done,drive_date,engine_thermal_load,brake_stress_idx,traffic_road_impact,engine_battery_ratio,brake_wear_pct,tire_wear_pct,oil_wear_pct,composite_wear_idx
2017-07-05_07-16-30_Seat_Leon.csv,92.7,84.90601738980345,0.6500000000000002,0.8200000000000002,45092.7,2.0,7.3639,5.432,0.367,0.0008183563830934865,0.37239875725474125,0.06945101296683856,0.0,1.0,0.0,21.898135019094262,1.5,70.0,40.0,13.306676303695873,55.24075859241839,1015.0676141880084,2,0,0,1.5,0.0008183563830934865,40.0,28.4,1,1.223,1.223,92.7,92.7,0,0,,2017-07-05,58.83263569872058,0.6274868640024696,60.0,103.54392364610175,0.10601666666666665,0.40125,0.43176470588235294,0.2907853431372549
2017-07-05_19-17-19_Seat_Leon.csv,61.63,83.7431936917935,0.6500000000000001,0.8200000000000002,45211.63,2.0,7.27,5.385,0.3787,0.002106629457766817,0.4587808677028913,0.1290516273485414,0.828,0.001,0.0,21.829028782814678,1.5,70.0,25.0,13.695283447447837,54.357820034396596,1014.3013924132784,1,0,1,1.5,0.002106629457766817,25.0,32.8,0,1.269,1.242,77.17,154.33,1,0,,2017-07-05,53.73740260245968,0.628352968151745,37.5,102.1258459656018,0.1216666666666667,0.4085937500000001,0.4455294117647059,0.3030568321078432
2017-07-06_08-37-58_Seat_Leon.csv,36.22,75.6871514549169,0.6500000000000001,0.8200000000000001,45336.22,2.0,7.2165,5.3582,0.3854,0.0009911103749102757,0.42605654022417316,0.28109933189774167,0.66,0.008,0.001,22.6143586770471,2.0,70.0,25.0,9.181257799127602,80.44899287725691,1015.3030324112417,1,0,1,2.0,0.0009911103749102757,25.0,39.3,0,1.233,1.24,63.52,190.55,2,0,,2017-07-06,49.86644746286787,0.8281107100683456,50.0,92.30140421331329,0.13058333333333338,0.41278125,0.4534117647058824,0.310059712009804
2017-07-06_18-54-28_Seat_Leon.csv,114.5,86.24552393928278,0.6500000000000002,0.8200000000000002,45564.5,2.0,7.0388,5.2694,0.4077,0.0006272598648011319,0.32528568184597106,0.09587914199374663,0.881,0.002,0.0,21.78620360180964,1.5,70.0,25.0,9.173544865412497,77.44659138150885,1014.7180146378101,1,0,1,1.5,0.0006272598648011319,25.0,30.7,0,1.293,1.26,76.26,305.05,3,0,,2017-07-06,54.98000269000332,0.6286648381392489,37.5,105.17746821863751,0.1602,0.42665625000000007,0.4796470588235294,0.3333214522058824
2017-07-07_07-23-12_Seat_Leon.csv,76.16,84.6376050420168,0.6500000000000002,0.8200000000000001,45676.16,2.0,6.9195,5.2098,0.4226,0.0005766806722689076,0.3173251050420168,0.06407563025210083,0.907,0.002,0.001,21.461211397058825,1.5,70.0,25.0,6.3543248424369745,73.80293723739496,1014.4216404936975,1,0,1,1.5,0.0005766806722689076,25.0,29.5,1,1.305,1.269,76.24,381.21,4,0,,2017-07-07,54.11104480042017,0.6291344947994374,37.5,103.21659151465462,0.18008333333333326,0.43596875,0.4971764705882353,0.3489165134803921
2017-07-07_19-24-26_Seat_Leon.csv,54.61,89.26558265582656,0.65,0.8200000000000001,45804.61,2.0,6.8325,5.1662,0.4334,0.0005837544861935106,0.3088877536072658,0.023823811616494543,0.96,0.001,0.001,22.448325276496007,1.5,70.0,25.0,6.254254742547425,73.69683512781074,1013.7835647842965,1,0,1,1.5,0.0005837544861935106,25.0,30.0,1,1.328,1.276,72.64,435.82,5,0,,2017-07-07,56.62245638321248,0.6295053642167242,37.5,108.86046665344702,0.19458333333333344,0.44278125,0.5098823529411765,0.3602773590686275
2017-07-10_08-57-05_Seat_Leon.csv,29.14,90.62251201098147,0.65,0.8200000000000001,45929.14,2.0,6.7897,5.1449,0.4388,0.0004770075497597804,0.37384969114619077,0.29169533287577215,0.0,1.0,0.0,24.667190803019903,1.5,70.0,40.0,11.970613589567606,69.37594646533974,1015.3768750857928,2,0,0,1.5,0.0004770075497597804,40.0,32.4,0,1.223,1.273,66.42,464.96,6,0,,2017-07-10,62.24469416609472,0.629647185481574,60.0,110.51525854997739,0.20171666666666666,0.44610937500000003,0.5162352941176471,0.3658837714460785
2017-07-11_08-24-29_Seat_Leon.csv,35.87,75.36383405821346,0.65,0.8200000000000001,46085.87,2.0,6.7371,5.1185,0.4454,0.0013087431693989072,0.4201036020965763,0.35728091892494707,0.0,1.0,0.0,24.251671685067468,1.5,70.0,40.0,11.213927735028438,61.96838630534181,1016.9328515668561,2,0,0,1.5,0.0013087431693989072,40.0,33.9,0,1.223,1.269,62.6,500.83,7,0,,2017-07-11,54.53225136612022,0.6302098608366543,60.0,91.90711470513835,0.21048333333333336,0.4502343750000001,0.524,0.3727753645833334
2017-07-11_13-41-34_Seat_Leon.csv,82.1,86.73130328867235,0.6500000000000001,0.8200000000000002,46282.1,2.0,6.611,5.0555,0.4611,0.001411205846528624,0.4100699147381242,0.09598051157125456,0.84,0.02,0.001,29.374087210718635,1.5,70.0,25.0,12.372162241169306,61.82356004872108,1016.312958587089,1,0,1,1.5,0.001411205846528624,25.0,31.5,0,1.28,1.271,64.77,582.93,8,0,,2017-07-11,56.740469086479905,0.6308170916261626,37.5,105.7698820593565,0.23150000000000004,0.460078125,0.5424705882352941,0.3892449908088236
2017-07-11_18-34-06_Seat_Leon.csv,56.23,88.42000426833606,0.65,0.8200000000000001,46406.23,2.0,6.5504,5.0252,0.4687,0.001136088781390055,0.3680600412605819,0.16518524578501814,0.0,0.0,1.0,24.520225510421852,1.5,70.0,25.0,10.72671373692822,61.570292736714784,1015.8549363306538,0,0,1,1.5,0.001136088781390055,25.0,32.1,0,0.897,1.238,63.92,639.16,9,0,,2017-07-11,56.614047236252404,0.630986922078262,37.5,107.82927349797079,0.24160000000000004,0.4648125000000001,0.5514117647058824,0.3971773161764707
